Processor,Benchmark,"HardwareVendor     ",System,#Cores,#Chips,#CoresPerChip,#ThreadsPerCore,Processor,ProcessorMHz,ProcessorCharacteristics,CPU(s)Orderable,AutoParallelization,BasePointerSize,PeakPointerSize,1stLevelCache,2ndLevelCache,3rdLevelCache,OtherCache,Memory,OperatingSystem,FileSystem,Compiler,HWAvail,SWAvail,BaseCopies,Result,Baseline,400Peak,400Base,401Peak,401Base,403Peak,403Base,429Peak,429Base,445Peak,445Base,456Peak,456Base,458Peak,458Base,462Peak,462Base,464Peak,464Base,471Peak,471Base,473Peak,473Base,483Peak,483Base,License,TestedBy,TestSponsor,TestDate,Published,Updated,Price
IntelXeonE7-4807,CINT2006rate,Hewlett-PackardCompany,ProLiantDL580G7(1.87GHzIntelXeonE7-4807),24,4,6,2,IntelXeonE7-4807,1867,,24chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,18MBI+Donchipperchip,None,512GB(32x16GB2Rx4PC3-10600R-9ECC),RedHatEnterpriseLinuxServerrelease6.2(Santiago)Kernel2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,04/01/11,12/01/11,48,522,493,439,374,289,276,385,385,711,711,439,419,800,603,434,403,2948,2948,567,567,300,279,295,295,529,529,3,Hewlett-PackardCompany,Hewlett-PackardCompany,04/01/12,05/01/12,05/01/12,890
IntelXeonE7-4807,CINT2006rate,Huawei,TecalRH5885V2,24,4,6,2,IntelXeonE7-4807,1867,,24chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,18MBI+Donchipperchip,None,1TB(64x16GB4Rx4PC3-10600R-9ECCrunningat800MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version13.0.0.079ofIntelC++StudioXEforLinux,10/01/12,10/01/12,48,534,507,444,380,288,274,386,385,740,740,445,412,754,651,436,402,3186,3186,599,582,310,288,304,304,558,558,3175,Huawei,Huawei,10/01/12,11/01/12,11/01/12,890
IntelXeonE7-4807,CINT2006rate,IBMCorporation,IBMBladeCenterHX5(IntelXeonE7-4807),12,2,6,2,IntelXeonE7-4807,1867,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,18MBI+Donchipperchip,None,128GB(16x8GB4Rx8PC3-8500R-7ECCrunningat800MHz),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,IntelC++CompilerXEforapplicationsrunningonIA-32Version12.0.1.116Build20101116,05/01/11,01/01/11,24,252,234,231,185,150,135,197,200,267,254,223,211,403,297,220,202,1129,1129,291,284,161,147,148,148,235,235,11,IBMCorporation,IBMCorporation,05/01/11,06/01/11,04/01/12,890
IntelXeonE7-4807,CINT2006rate,IBMCorporation,IBMBladeCenterHX5(IntelXeonE7-4807),24,4,6,2,IntelXeonE7-4807,1867,None,1234chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,18MBI+Donchipperchip,None,256GB(32x8GB4Rx8PC3-8500R-7ECCrunningat800MHz),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,IntelC++CompilerXEforapplicationsrunningonIA-32Version12.0.1.116Build20101116,05/01/11,01/01/11,48,502,465,459,366,298,269,398,398,528,501,446,422,806,591,439,404,2241,2241,577,573,319,292,296,296,466,466,11,IBMCorporation,IBMCorporation,05/01/11,05/01/11,03/01/12,890
IntelXeonE7-4807,CINT2006rate,IBMCorporation,IBMSystemx3690X5(IntelXeonE7-4807),12,2,6,2,IntelXeonE7-4807,1867,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,18MBI+Donchipperchip,None,256GB(32x8GB4Rx8PC3-8500R-7ECCrunningat800MHz),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,IntelC++CompilerXEforapplicationsrunningonIA-32Version12.0.1.116Build20101116,05/01/11,01/01/11,24,252,233,233,186,149,135,199,199,265,255,223,211,403,293,219,202,1116,1116,285,285,162,147,148,148,234,234,11,IBMCorporation,IBMCorporation,05/01/11,06/01/11,04/01/12,890
IntelXeonE7-4807,CINT2006rate,IBMCorporation,IBMSystemx3850X5(IntelXeonE7-4807),24,4,6,2,IntelXeonE7-4807,1866,,1234chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,18MBI+Donchipperchip,None,256GB(64x8GB4Rx8PC3-8500R-7ECCrunningat800MHz),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,IntelC++CompilerXEforapplicationsrunningonIA-32Version12.0.1.116Build20101116,05/01/11,01/01/11,48,500,464,456,365,297,268,395,395,522,504,443,420,805,591,438,402,2226,2226,575,571,319,291,296,296,466,466,11,IBMCorporation,IBMCorporation,04/01/11,05/01/11,03/01/12,890
IntelXeonE7-4807,CINT2006rate,NECCorporation,Express5800/A1080a-D(IntelXeonE7-4807),24,4,6,2,IntelXeonE7-4807,1867,,1234chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,18MBI+Donchipperchip,None,256GB(64x4GB2Rx4PC3-8500R-7ECC),RedHatEnterpriseLinuxServerrelease6.1Kernel2.6.32-131.0.15.el6.x86_64onanx86_64,ext4,C/C++:Version12.0.4.191ofIntelCompilerXEforapplicationsonIA-32Build20110427,11/01/11,05/01/11,48,516,484,452,378,293,274,401,400,643,652,471,426,785,600,439,409,2263,2263,592,582,322,295,305,305,493,493,9006,NECCorporation,NECCorporation,08/01/11,10/01/11,03/01/12,890
IntelXeonE7-4807,CINT2006rate,NECCorporation,Express5800/A1080a-S(IntelXeonE7-4807),24,4,6,2,IntelXeonE7-4807,1867,,1234chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,18MBI+Donchipperchip,None,256GB(64x4GB2Rx4PC3-8500R-7ECC),RedHatEnterpriseLinuxServerrelease6.1Kernel2.6.32-131.0.15.el6.x86_64onanx86_64,ext4,C/C++:Version12.0.4.191ofIntelCompilerXEforapplicationsonIA-32Build20110427,11/01/11,05/01/11,48,516,484,452,378,293,274,401,400,643,652,471,426,785,600,439,409,2263,2263,592,582,322,295,305,305,493,493,9006,NECCorporation,NECCorporation,08/01/11,10/01/11,03/01/12,890
AMDOpteron6140,CINT2006rate,AcerIncorporated,AcerAR585F1(AMDOpteron6140),16,2,8,1,AMDOpteron6140,2600,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,64GB(16x4GB2Rx8PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,07/01/10,16,311,268,326,264,200,188,236,202,384,194,285,254,476,392,250,246,947,950,390,348,171,171,208,168,317,300,97,AcerIncorporated,AcerIncorporated,04/01/11,04/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,AcerIncorporated,AcerAR585F1(AMDOpteron6140),32,4,8,1,AMDOpteron6140,2600,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,128GB(32x4GB2Rx8PC3-10600R-9ECC),RedHatEnterpriseLinuxServerrelease5.5Kernel2.6.18-194.el5,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,08/01/10,32,619,531,638,520,396,371,471,405,752,383,570,508,956,768,498,482,1890,1891,769,697,342,342,416,336,630,598,97,AcerIncorporated,AcerIncorporated,01/01/11,02/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,AcerIncorporated,AcerAW2000h-AW175F1(AMDOpteron6140),16,2,8,1,AMDOpteron6140,2600,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,64GB(16x4GB2Rx8PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,07/01/10,16,311,268,327,265,200,188,236,204,378,194,282,253,482,388,250,246,951,950,390,349,171,171,208,168,317,300,97,AcerIncorporated,AcerIncorporated,04/01/11,04/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,AcerIncorporated,GatewayGR585F1(AMDOpteron6140),16,2,8,1,AMDOpteron6140,2600,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,64GB(16x4GB2Rx8PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,07/01/10,16,311,268,326,264,200,188,236,202,384,194,285,254,476,392,250,246,947,950,390,348,171,171,208,168,317,300,97,AcerIncorporated,AcerIncorporated,04/01/11,04/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,AcerIncorporated,GatewayGR585F1(AMDOpteron6140),32,4,8,1,AMDOpteron6140,2600,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,128GB(32x4GB2Rx8PC3-10600R-9ECC),RedHatEnterpriseLinuxServerrelease5.5Kernel2.6.18-194.el5,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,08/01/10,32,619,531,638,520,396,371,471,405,752,383,570,508,956,768,498,482,1890,1891,769,697,342,342,416,336,630,598,97,AcerIncorporated,AcerIncorporated,01/01/11,02/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,AcerIncorporated,GatewayGW2000h-GW175hF1(AMDOpteron6140),16,2,8,1,AMDOpteron6140,2600,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,64GB(16x4GB2Rx8PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,07/01/10,16,311,268,327,265,200,188,236,204,378,194,282,253,482,388,250,246,951,950,390,349,171,171,208,168,317,300,97,AcerIncorporated,AcerIncorporated,04/01/11,04/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,DellInc.,PowerEdgeM915(AMDOpteron61402.60GHz),16,2,8,1,AMDOpteron6140,2600,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,64GB(16x4GB2Rx4PC3L-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),06/01/11,07/01/10,16,313,269,326,264,201,188,238,206,381,196,286,255,484,388,250,246,967,967,389,349,172,172,209,168,320,304,55,DellInc.,DellInc.,05/01/11,07/01/11,04/01/12,989
AMDOpteron6140,CINT2006rate,DellInc.,PowerEdgeM915(AMDOpteron61402.60GHz),32,4,8,1,AMDOpteron6140,2600,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,128GB(32x4GB2Rx4PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),07/01/10,07/01/10,32,621,534,647,526,396,371,471,406,752,386,567,508,947,771,499,491,1920,1920,777,697,341,341,416,335,637,601,55,DellInc.,DellInc.,05/01/11,06/01/11,04/01/12,989
AMDOpteron6140,CINT2006rate,DellInc.,PowerEdgeR715(AMDOpteron61402.60GHz),16,2,8,1,AMDOpteron6140,2600,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,64GB(16x4GB2Rx4PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,01/01/11,16,313,269,328,265,200,188,238,207,382,195,286,255,481,391,250,246,969,969,390,350,172,172,209,168,320,303,55,DellInc.,DellInc.,10/01/10,02/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,DellInc.,PowerEdgeR815(AMDOpteron61402.60GHz),32,4,8,1,AMDOpteron6140,2600,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,128GB(32x4GB2Rx4PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,01/01/11,32,624,536,651,527,397,373,474,409,760,388,572,509,962,776,500,491,1927,1927,778,698,341,341,417,337,640,606,55,DellInc.,DellInc.,10/01/10,02/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,DellInc.,PowerEdgeR815(AMDOpteron61402.60GHz),16,2,8,1,AMDOpteron6140,2600,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,64GB(16x4GB2Rx4PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,01/01/11,16,313,269,326,266,201,188,238,205,380,195,286,255,481,389,250,246,970,970,390,349,172,172,209,168,321,303,55,DellInc.,DellInc.,10/01/10,02/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,Hewlett-PackardCompany,ProLiantDL385G7(2.6GHzAMDOpteron6140),16,2,8,1,AMDOpteron6140,2600,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,64GB(16x4GB2Rx4PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,08/01/10,16,312,268,326,264,200,188,238,205,379,194,286,254,483,388,250,246,955,955,389,348,171,171,209,168,319,302,3,Hewlett-PackardCompany,Hewlett-PackardCompany,01/01/11,03/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,IBMCorporation,IBMSystemx3755M3(AMDOpteron6140),16,2,8,1,AMDOpteron6140,2600,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,64GB(16x4GB2Rx4PC3-10600R-9ECC),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),05/01/11,07/01/10,16,313,269,324,261,201,188,238,205,383,195,287,255,485,391,250,246,952,956,390,348,172,172,209,168,320,303,11,IBMCorporation,IBMCorporation,09/01/11,10/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,IBMCorporation,IBMSystemx3755M3(AMDOpteron6140),32,4,8,1,AMDOpteron6140,2600,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,128GB(32x4GB2Rx4PC3-10600R-9ECC),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),05/01/11,07/01/10,32,624,535,643,522,400,374,475,406,762,389,568,507,965,780,500,491,1904,1910,780,694,343,343,418,337,640,604,11,IBMCorporation,IBMCorporation,09/01/11,10/01/11,03/01/12,989
AMDOpteron6140,CINT2006rate,Supermicro,SupermicroA+ServerAS-2022G-URF4+AMDOpteron6140,16,2,8,1,AMDOpteron6140,2600,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/4cores,None,64GB(16x4GB2Rx4PC3-10600R-9ECC),RedHatEnterpriseLinuxServerrelease5.5Kernel2.6.18-194.el5,ext3,x86Open644.2.4CompilerSuite(fromAMD),02/01/11,07/01/10,16,312,268,324,263,200,187,238,205,384,194,286,254,479,386,249,245,950,965,387,350,171,171,209,167,320,304,1176,Supermicro,Supermicro,12/01/10,02/01/11,03/01/12,989
AMDOpteron6172,CINT2006rate,ACTIONS.A.,ACTINASOLAR230A2(AMDOpteron6172),24,2,12,1,AMDOpteron6172,2100,,12chips,Yes,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,64GB(16x4GB2Rx4PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ReiserFS,x86Open644.2.4CompilerSuite(fromAMD),08/01/10,07/01/10,24,376,325,396,315,237,222,289,246,457,272,345,306,560,461,305,289,1159,1151,470,418,207,207,252,201,383,364,9008,ACTIONS.A.,ACTIONS.A.,05/01/11,05/01/11,03/01/12,989
AMDOpteron6172,CINT2006rate,ACTIONS.A.,ACTINASOLAR232A2(AMDOpteron6172),24,2,12,1,AMDOpteron6172,2100,,12chips,Yes,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,64GB(16x4GB2Rx4PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ReiserFS,x86Open644.2.4CompilerSuite(fromAMD),08/01/10,07/01/10,24,377,327,400,318,237,223,289,246,454,272,344,308,558,457,306,300,1158,1159,471,418,209,209,253,202,386,364,9008,ACTIONS.A.,ACTIONS.A.,05/01/11,05/01/11,03/01/12,989
AMDOpteron6172,CINT2006rate,AcerIncorporated,AcerAR585F1(AMDOpteron6172),48,4,12,1,AMDOpteron6172,2100,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,128GB(32x4GB2Rx8PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),07/01/10,07/01/10,48,754,651,797,610,473,438,581,492,914,556,685,612,1114,921,611,587,2317,2307,938,834,426,426,504,405,771,722,97,AcerIncorporated,AcerIncorporated,05/01/11,06/01/11,03/01/12,989
AMDOpteron6172,CINT2006rate,AcerIncorporated,AcerAW2000h-AW175hF1(AMDOpteron6172),24,2,12,1,AMDOpteron6172,2100,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,64GB(16x4GB2Rx8PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),08/01/10,07/01/10,24,379,328,396,317,240,223,290,249,463,281,343,307,563,469,306,281,1163,1162,470,417,214,214,254,204,388,368,97,AcerIncorporated,AcerIncorporated,04/01/11,05/01/11,03/01/12,989
AMDOpteron6172,CINT2006rate,AcerIncorporated,GatewayGR585F1(AMDOpteron6172),48,4,12,1,AMDOpteron6172,2100,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,128GB(32x4GB2Rx8PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),07/01/10,07/01/10,48,754,651,797,610,473,438,581,492,914,556,685,612,1114,921,611,587,2317,2307,938,834,426,426,504,405,771,722,97,AcerIncorporated,AcerIncorporated,05/01/11,06/01/11,03/01/12,989
AMDOpteron6172,CINT2006rate,AcerIncorporated,GatewayGW2000h-GW175hF1(AMDOpteron6172),24,2,12,1,AMDOpteron6172,2100,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,64GB(16x4GB2Rx8PC3-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),08/01/10,07/01/10,24,379,328,396,317,240,223,290,249,463,281,343,307,563,469,306,281,1163,1162,470,417,214,214,254,204,388,368,97,AcerIncorporated,AcerIncorporated,04/01/11,05/01/11,03/01/12,989
AMDOpteron6172,CINT2006rate,DellInc.,PowerEdgeM915(AMDOpteron61722.10GHz),48,4,12,1,AMDOpteron6172,2100,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,128GB(32x4GB2Rx4PC3L-10600R-9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),06/01/11,07/01/10,48,742,657,651,603,473,439,587,500,904,565,669,615,1105,936,612,595,2361,2361,940,841,427,427,509,409,779,735,55,DellInc.,DellInc.,06/01/11,07/01/11,03/01/12,989
AMDOpteron6172,CINT2006rate,DellInc.,PowerEdgeR715(AMDOpteron61722.10GHz),24,2,12,1,AMDOpteron6172,2100,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,64GB(16x4GBDDR3-1333DRRDIMMCL9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),03/01/10,07/01/10,24,380,328,401,310,240,214,294,251,459,282,343,306,563,457,306,300,1183,1183,471,420,214,214,253,204,392,358,55,DellInc.,DellInc.,08/01/10,09/01/10,03/01/12,989
AMDOpteron6172,CINT2006rate,DellInc.,PowerEdgeR715(AMDOpteron61722.10),24,2,12,1,AMDOpteron6172,2100,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,64GB(16x4GBDDR3-1333DRRDIMMCL9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-smp,ext3,x86Open644.2.3CompilerSuite(fromAMD),05/01/10,02/01/10,24,377,295,405,299,240,219,303,232,472,281,341,298,566,413,305,292,1109,445,463,450,212,212,234,200,391,337,55,DellInc.,DellInc.,06/01/10,07/01/10,03/01/12,989
AMDOpteron6172,CINT2006rate,DellInc.,PowerEdgeR815(AMDOpteron61722.10GHz),48,4,12,1,AMDOpteron6172,2100,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,128GB(32x4GBDDR3-1333DRRDIMMCL9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),08/01/10,07/01/10,48,757,656,795,602,473,444,587,496,919,558,686,613,1123,939,611,597,2365,2365,940,838,424,424,510,407,777,728,55,DellInc.,DellInc.,08/01/10,09/01/10,03/01/12,989
AMDOpteron6172,CINT2006rate,DellInc.,PowerEdgeR815(AMDOpteron61722.10GHz),24,2,12,1,AMDOpteron6172,2100,,12chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,64GB(16x4GBDDR3-1333DRRDIMMCL9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-default,ext3,x86Open644.2.4CompilerSuite(fromAMD),08/01/10,07/01/10,24,379,331,402,313,239,224,293,250,461,281,343,307,553,470,306,300,1181,1181,470,420,213,213,255,205,390,369,55,DellInc.,DellInc.,09/01/10,09/01/10,03/01/12,989
AMDOpteron6172,CINT2006rate,DellInc.,PowerEdgeR815(AMDOpteron61722.10GHz),24,2,12,1,AMDOpteron6172,2100,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,64GB(16x4GBDDR3-1333DRRDIMMCL9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-smp,ext3,x86Open644.2.3CompilerSuite(fromAMD),03/01/10,02/01/10,24,375,297,401,306,240,225,302,232,472,280,333,299,567,413,305,290,1107,444,462,451,212,212,233,200,390,345,55,DellInc.,DellInc.,04/01/10,06/01/10,03/01/12,989
AMDOpteron6172,CINT2006rate,DellInc.,PowerEdgeR815(AMDOpteron61722.10GHz),48,4,12,1,AMDOpteron6172,2100,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,128GB(32x4GBDDR3-1333DRRDIMMCL9ECC),SUSELinuxEnterpriseServer11(x86_64)Kernel2.6.27.19-5-smp,ext3,x86Open644.2.3CompilerSuite(fromAMD),03/01/10,02/01/10,48,747,584,803,588,474,440,603,458,917,557,677,595,1120,823,610,544,2211,886,924,898,424,424,465,399,770,668,55,DellInc.,DellInc.,04/01/10,06/01/10,03/01/12,989
AMDOpteron6172,CINT2006rate,IBMCorporation,IBMSystemx3755M3AMDOpteron6172,48,4,12,1,AMDOpteron6172,2100,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,128GB(32x4GB2Rx4PC3-10600R-9ECC),RedHatEnterpriseLinuxServerrelease5.5Kernel2.6.18-194.el5,ext3,x86Open644.2.4CompilerSuite(fromAMD),09/01/10,07/01/10,48,744,638,778,586,463,432,579,493,884,555,667,597,1114,912,603,533,2304,2334,923,827,421,421,503,404,769,683,11,IBMCorporation,IBMCorporation,09/01/10,11/01/10,03/01/12,989
AMDOpteron6172,CINT2006rate,IBMCorporation,IBMSystemx3755M3AMDOpteron6172,24,2,12,1,AMDOpteron6172,2100,,24chips,No,32/64-bit,32/64-bit,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,None,64GB(16x4GB2Rx4PC3-10600R-9ECC),RedHatEnterpriseLinuxServerrelease5.5Kernel2.6.18-194.el5,ext3,x86Open644.2.4CompilerSuite(fromAMD),09/01/10,07/01/10,24,377,328,395,313,237,221,293,250,461,280,347,307,545,466,304,284,1162,1177,464,418,213,213,254,204,388,366,11,IBMCorporation,IBMCorporation,09/01/10,11/01/10,03/01/12,989
AMDOpteron6172,CINT2006rate,ScaleMP,vSMPFoundation(AMDOpteron61722.10GHz),192,16,12,1,AMDOpteron6172,2100,,2to64boardswith2to4chipsperboard,No,32/64-bit,NotApplicable,64KBI+64KBDonchippercore,512KBI+Donchippercore,12MBI+Donchipperchip6MBshared/6cores,60GBI+Doffchippersystem,512GB(8x16x4GB2Rx4PC3-10600R-9ECC),RedHatEnterpriseLinuxServerrelease5.5(Tikanga)Kernel2.6.32.46-5.vSMP,xfs,C/C++/Fortran:Version4.2.4ofOpen64CompilerSuite,08/01/10,09/01/11,192,0,2170,0,2145,0,1579,0,1686,0,1870,0,2202,0,3598,0,2175,0,3247,0,3247,0,1563,0,1556,0,2333,2929,ScaleMP,ScaleMP,09/01/11,10/01/11,03/01/12,989
