Processor,Benchmark,"HardwareVendor     ",System,#Cores,#Chips,#CoresPerChip,#ThreadsPerCore,Processor,ProcessorMHz,ProcessorCharacteristics,CPU(s)Orderable,AutoParallelization,BasePointerSize,PeakPointerSize,1stLevelCache,2ndLevelCache,3rdLevelCache,OtherCache,Memory,OperatingSystem,FileSystem,Compiler,HWAvail,SWAvail,BaseCopies,Result,Baseline,400Peak,400Base,401Peak,401Base,403Peak,403Base,429Peak,429Base,445Peak,445Base,456Peak,456Base,458Peak,458Base,462Peak,462Base,464Peak,464Base,471Peak,471Base,473Peak,473Base,483Peak,483Base,License,TestedBy,TestSponsor,TestDate,Published,Updated,Price
IntelXeonE5-2697v2,CINT2006rate,DellInc.,PowerEdgeR720(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11(x86_64)3.0.76-0.11-default,ext2,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,963,935,876,745,516,505,727,727,1353,1353,733,724,1361,1267,740,712,6341,6341,1232,1215,509,488,513,513,954,954,55,DellInc.,DellInc.,09/01/13,11/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,DellInc.,PowerEdgeT620(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,970,938,871,731,520,512,728,728,1373,1373,750,716,1358,1266,741,713,6347,6347,1224,1214,520,499,516,516,972,972,55,DellInc.,DellInc.,09/01/13,10/01/13,10/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Fujitsu,PRIMERGYBX924S4IntelXeonE5-2697v22.70GHz,24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,962,931,871,723,513,505,719,719,1341,1341,732,715,1365,1269,740,712,6334,6334,1231,1219,510,488,513,513,961,961,19,Fujitsu,Fujitsu,10/01/13,11/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Fujitsu,PRIMERGYCX250S2IntelXeonE5-2697v22.70GHz,24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,964,931,874,726,514,504,721,719,1344,1344,746,716,1362,1265,741,712,6330,6330,1236,1218,510,489,514,514,958,958,19,Fujitsu,Fujitsu,11/01/13,12/01/13,12/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Fujitsu,PRIMERGYRX200S8IntelXeonE5-2697v22.70GHz,24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,960,929,875,723,513,505,720,720,1339,1339,732,716,1354,1257,741,712,6332,6332,1233,1218,507,486,509,509,957,957,19,Fujitsu,Fujitsu,09/01/13,11/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Fujitsu,PRIMERGYRX300S8IntelXeonE5-2697v22.70GHz,24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,962,931,876,727,513,504,717,717,1339,1339,736,716,1362,1268,739,712,6331,6331,1228,1223,510,488,514,514,961,961,19,Fujitsu,Fujitsu,09/01/13,10/01/13,10/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Fujitsu,PRIMERGYRX350S8IntelXeonE5-2697v22.70GHz,24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,961,930,872,723,513,505,721,721,1340,1340,735,715,1364,1269,741,711,6338,6338,1230,1216,510,489,513,513,953,953,19,Fujitsu,Fujitsu,09/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Fujitsu,PRIMERGYTX300S8IntelXeonE5-2697v22.70GHz,24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,961,930,872,723,513,505,721,721,1340,1340,735,715,1364,1269,741,711,6338,6338,1230,1216,510,489,513,513,953,953,19,Fujitsu,Fujitsu,09/01/13,11/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,HITACHI,BladeSymphonyBS2000,24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,11/01/13,09/01/13,48,944,915,868,723,503,496,711,711,1281,1281,730,710,1337,1249,736,706,6223,6223,1224,1212,483,464,503,503,951,951,35,HITACHI,HITACHI,02/01/14,02/01/14,02/01/14,2614
IntelXeonE5-2697v2,CINT2006rate,HITACHI,HitachiComputeBlade2000,24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,11/01/13,09/01/13,48,944,915,868,723,503,496,711,711,1281,1281,730,710,1337,1249,736,706,6223,6223,1224,1212,483,464,503,503,951,951,35,HITACHI,HITACHI,02/01/14,02/01/14,02/01/14,2614
IntelXeonE5-2697v2,CINT2006rate,Hewlett-PackardCompany,ProLiantBL460cGen8(2.70GHzIntelXeonE5-2697v2),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernelversion2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,968,940,878,744,521,511,730,729,1374,1374,732,721,1359,1275,742,712,6345,6345,1229,1211,521,501,517,517,954,954,3,Hewlett-PackardCompany,Hewlett-PackardCompany,08/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Hewlett-PackardCompany,ProLiantDL360pGen8(2.70GHzIntelXeonE5-2697v2),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernelversion2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,965,937,873,745,518,509,729,728,1370,1370,729,720,1353,1270,739,710,6327,6327,1226,1206,519,499,516,516,951,951,3,Hewlett-PackardCompany,Hewlett-PackardCompany,08/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Hewlett-PackardCompany,ProLiantDL380pGen8(2.70GHzIntelXeonE5-2697v2),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,967,936,866,727,519,508,730,730,1372,1372,748,716,1355,1263,740,712,6323,6323,1224,1211,513,499,515,515,964,964,3,Hewlett-PackardCompany,Hewlett-PackardCompany,09/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Hewlett-PackardCompany,ProLiantML350pGen8(2.70GHzIntelXeonE5-2697v2),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip(s),No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,967,937,872,742,520,509,727,727,1371,1371,748,720,1357,1267,740,711,6323,6323,1223,1210,519,500,513,513,952,952,3,Hewlett-PackardCompany,Hewlett-PackardCompany,08/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Hewlett-PackardCompany,ProLiantSL210tGen8(2.70GHzIntelXeonE5-2697v2),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernelversion2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,946,916,858,725,504,497,712,713,1284,1284,746,713,1335,1244,738,710,6203,6203,1221,1205,482,464,503,503,959,959,3,Hewlett-PackardCompany,Hewlett-PackardCompany,08/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Huawei,HuaweiE9000CH121(IntelXeonE5-2697v2),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.14.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,972,942,870,732,524,513,731,731,1379,1379,744,729,1370,1268,747,717,6360,6360,1223,1213,519,502,517,517,971,971,3175,Huawei,Huawei,09/01/13,10/01/13,10/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,Huawei,HuaweiRH2288Hv2(IntelXeonE5-2697v2),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.14.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,972,941,876,731,521,513,728,731,1380,1380,747,721,1368,1271,746,717,6364,6364,1225,1213,519,499,517,517,970,970,3175,Huawei,Huawei,09/01/13,10/01/13,10/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,IBMCorporation,IBMBladecenterHS23(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,48,934,905,872,723,502,492,704,704,1243,1243,732,715,1306,1226,739,710,6166,6166,1227,1210,463,449,493,493,946,946,11,IBMCorporation,IBMCorporation,10/01/13,02/01/14,02/01/14,2614
IntelXeonE5-2697v2,CINT2006rate,IBMCorporation,IBMFlexSystemx240(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,48,962,931,877,729,513,503,720,720,1346,1346,734,714,1356,1266,741,712,6329,6329,1230,1217,508,487,512,512,963,963,11,IBMCorporation,IBMCorporation,11/01/13,01/01/14,01/01/14,2614
IntelXeonE5-2697v2,CINT2006rate,IBMCorporation,IBMSystemdx360M4(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,48,961,930,870,727,514,505,714,713,1348,1348,733,713,1362,1265,737,710,6328,6328,1227,1215,509,490,513,513,964,964,11,IBMCorporation,IBMCorporation,08/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,IBMCorporation,IBMSystemnx360M4(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,948,918,871,722,506,499,712,713,1292,1292,730,711,1342,1253,737,710,6223,6223,1226,1210,487,468,505,505,960,960,11,IBMCorporation,IBMCorporation,08/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,IBMCorporation,IBMSystemx3500M4(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,48,966,934,873,727,515,507,721,724,1353,1353,746,718,1361,1267,742,711,6334,6334,1240,1219,511,491,514,514,965,965,11,IBMCorporation,IBMCorporation,09/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,IBMCorporation,IBMSystemx3550M4(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,48,961,933,868,731,515,506,719,720,1351,1351,732,716,1338,1262,739,711,6332,6332,1226,1220,512,490,514,514,966,966,11,IBMCorporation,IBMCorporation,08/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,IBMCorporation,IBMSystemx3650M4(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,48,963,932,869,729,513,505,719,721,1349,1349,741,716,1360,1262,739,712,6335,6335,1231,1212,510,488,514,514,963,963,11,IBMCorporation,IBMCorporation,09/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,IBMCorporation,IBMSystemx3650M4HD(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,48,961,932,868,731,514,506,712,719,1349,1349,732,715,1362,1267,739,710,6325,6325,1228,1212,512,489,513,513,965,965,11,IBMCorporation,IBMCorporation,09/01/13,09/01/13,09/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,NECCorporation,Express5800/B120e-h(IntelXeonE5-2697v2),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3L-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,935,905,865,724,505,495,695,694,1257,1257,745,714,1309,1223,738,709,6158,6158,1225,1213,478,463,491,491,913,913,9006,NECCorporation,NECCorporation,01/01/14,02/01/14,02/01/14,2614
IntelXeonE5-2697v2,CINT2006rate,NECCorporation,Express5800/B120e-h(IntelXeonE5-2697v2),12,1,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3L-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,24,480,466,439,365,275,270,356,356,641,641,375,365,656,615,371,360,3096,3096,627,618,252,246,257,257,470,470,9006,NECCorporation,NECCorporation,01/01/14,02/01/14,02/01/14,2614
IntelXeonE5-2697v2,CINT2006rate,NECCorporation,Express5800/R120e-1M(IntelXeonE5-2697v2),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,948,919,871,727,506,497,716,716,1286,1286,731,714,1340,1251,742,711,6224,6224,1224,1216,485,467,500,500,967,967,9006,NECCorporation,NECCorporation,10/01/13,11/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,NECCorporation,Express5800/R120e-1M(IntelXeonE5-2697v2),12,1,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,64GB(4x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,24,488,473,440,366,276,269,365,365,651,651,372,365,673,626,386,369,3122,3122,628,617,259,253,261,261,496,496,9006,NECCorporation,NECCorporation,10/01/13,11/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,NECCorporation,Express5800/R120e-2M(IntelXeonE5-2697v2),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,948,919,871,727,506,497,716,716,1286,1286,731,714,1340,1251,742,711,6224,6224,1224,1216,485,467,500,500,967,967,9006,NECCorporation,NECCorporation,10/01/13,11/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,NECCorporation,Express5800/R120e-2M(IntelXeonE5-2697v2),12,1,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,64GB(4x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,24,488,473,440,366,276,269,365,365,651,651,372,365,673,626,386,369,3122,3122,628,617,259,253,261,261,496,496,9006,NECCorporation,NECCorporation,10/01/13,11/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,OracleCorporation,SunBladeX4-2B(IntelXeonE5-2697v22.7GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,2chips,No,32/64-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-12800R-11ECC),Solaris11.1(SRU11),zfs,C/C++:Version12.3ofOracleSolarisStudio10/13PatchSet(testedwithnightlybuild20130822),09/01/13,11/01/13,48,924,806,867,661,505,484,714,555,1238,741,721,657,1309,1269,699,649,4914,4924,1425,1275,471,406,520,496,877,835,6,OracleCorporation,OracleCorporation,09/01/13,09/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,OracleCorporation,SunFireX4-2(IntelXeonE5-2697v22.7GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,2chips,No,32/64-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-12800R-11ECC),Solaris11.1(SRU11),zfs,C/C++:Version12.3ofOracleSolarisStudio10/13PatchSet(testedwithnightlybuild20130822),09/01/13,11/01/13,48,927,808,894,687,509,490,714,557,1243,737,726,659,1281,1253,699,649,4936,4928,1427,1275,472,407,521,496,880,822,6,OracleCorporation,OracleCorporation,09/01/13,09/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,OracleCorporation,SunFireX4-2L(IntelXeonE5-2697v22.7GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,2chips,No,32/64-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-12800R-11ECC),Solaris11.1(SRU11),zfs,C/C++:Version12.3ofOracleSolarisStudio10/13PatchSet(testedwithnightlybuild20130822),09/01/13,11/01/13,48,924,806,874,666,506,486,712,550,1240,738,721,657,1305,1275,699,649,4938,4909,1423,1277,471,407,521,496,879,835,6,OracleCorporation,OracleCorporation,08/01/13,09/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,SGI,SGIRackableC2112-4RP4(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11(x86_64)SP2kernel3.0.74-0.6.6-default,xfs,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,08/01/13,48,939,905,879,738,505,490,716,719,1248,1248,714,689,1346,1204,746,711,6158,6158,1179,1165,483,464,499,499,950,950,4,SGI,SGI,08/01/13,09/01/13,09/01/13,2614
